player,batting_average,strike_rate,bowling_average,is_best_batsman
Muhammad Sadique,0,0,20,0
Yaqoob Ali,0.5,50,12,0
G Kennedy,0.738916256,73.89162562,16.09090909,0
DC Delany,0.845070423,84.50704225,28.52941176,0
HT Tector,0.919061584,91.90615836,22.73333333,1
Ross Allen,0.64516129,64.51612903,10.33333333,0
SP Terry,0.793103448,79.31034483,0,0
D Barr,0.82,82,0,0
A Haggan,0,0,16,0
C Hassett,1.078947368,107.8947368,0,1
G King,1.2,120,0,1
J Grassi,0.736111111,73.61111111,0,0
M Bauer,0,0,0,0
JB Tector,0.96,96,0,1
RJ Forrest,0.886363636,88.63636364,0,0
R Anders,0.65625,65.625,29,0
MI Tato,0,0,3.75,0
E Yamaguchi,0.4,40,0,0
M Yanagida,0.359281437,35.92814371,12,0
T Lafai,0.891891892,89.18918919,7.4,0
M Kanno,0.484126984,48.41269841,20.5,0
A Umetani,0.368421053,36.84210526,0,0
E Kobayashi,0.37254902,37.25490196,32,0
K Ota,0.333333333,33.33333333,33,0
RSM Lili'i,0.806818182,80.68181818,10,0
LO Telea,0.205882353,20.58823529,3.333333333,0
M Uliao,0.25,25,5.5,0
M Shiraishi,0.283018868,28.30188679,0,0
S Miyaji,0.544401544,54.44015444,26.8,0
JC Sokomanu,0.514285714,51.42857143,0,0
M Tarimiala,0.289473684,28.94736842,0,0
V Araa,0.333333333,33.33333333,15.3,0
MV Fare,0.166666667,16.66666667,18,0
GP Tom,0,0,7,0
A Chilia,0.506024096,50.60240964,33,0
L Chilia,0.105263158,10.52631579,6.4,0
V Langiatu,0.441860465,44.18604651,0,0
S Solman,0.701298701,70.12987013,27.5,0
N Navaika,0.490566038,49.05660377,7.7,0
J Avok,0.564814815,56.48148148,0,0
J Chilia,1,100,0,1
R Andrew,0.38,38,17.66666667,0
A Kitayama,0.533333333,53.33333333,0,0
K Ishimoto,0.125,12.5,29,0
L Tastuki,0.357142857,35.71428571,9.6,0
VM Andrew,0.5625,56.25,0,0
LA Bourne,0.564102564,56.41025641,0,0
K Niras,0,0,0,0
D Kalifa,1,100,0,1
ETV Vaaetasi,0.571428571,57.14285714,0,0
Rizwan Cheema,1.221884498,122.1884498,31.47826087,1
Hamza Tariq,1.027568922,102.7568922,0,1
NS Dhaliwal,0.920577617,92.05776173,26.83333333,1
N Dutta,0.695767196,69.57671958,16.19444444,0
Saad Bin Zafar,0.780141844,78.0141844,13.35714286,0
AS Hansra,0.641630901,64.16309013,27.78571429,0
BS Adhihetty,0.613095238,61.30952381,6.666666667,0
DN Pathirana,0.664772727,66.47727273,0,0
S Ukani,0.774647887,77.46478873,0,0
M Dharmichand,0.892307692,89.23076923,15.27586207,0
AE Paraam,0.65551425,65.55142503,20.72727273,0
R Rohan,0.639468691,63.94686907,36,0
DK Arinaitwe,0.509090909,50.90909091,26,0
RG Mukasa,0.781078108,78.10781078,22.13333333,0
S Vijayakumar,0.629032258,62.90322581,19.85714286,0
Amjad Mahboob,0.823529412,82.35294118,19.72222222,0
C Waiswa,0.654761905,65.47619048,16.6875,0
A Krishna,0.681818182,68.18181818,16,0
S Appusamy,0.588235294,58.82352941,12.33333333,0
I Khaleel,0.2,20,0,0
CC Alexander,1.1,110,0,1
PA Dahiwal,0.7,70,29,0
NP Kenjige,0.756756757,75.67567568,24.5,0
SP Patel,0.420454545,42.04545455,0,0
Janak Prakash,0.920168067,92.01680672,18.26666667,1
MK Patel,0.714285714,71.42857143,0,0
H Ssenyondo,0.293706294,29.37062937,19.12244898,0
SS Dhindsa,0.713483146,71.34831461,20.28571429,0
Pavandeep Singh,0.348837209,34.88372093,18.19565217,0
Junaid Siddiqui,0.755905512,75.59055118,27.5625,0
NCK Liyanage,0.789473684,78.94736842,33,0
Mohammad Shukri,0.535211268,53.52112676,24,0
Virandeep Singh,0.85060241,85.06024096,18.32,0
Khizar Hayat,0.826697892,82.66978923,20.11904762,0
Muhammad Wafiq,0.565217391,56.52173913,29.17647059,0
Aminuddin Ramly,1,100,0,1
Ahmed Faiz Mohammad Noor,0.9107674,91.07674004,0,1
Shafiq Sharif,1.017973856,101.7973856,0,1
Syed Aziz,1.140789474,114.0789474,31.4375,1
Anwar Arudin,0.833333333,83.33333333,0,0
CR Suryawanshi,0.883826879,88.38268793,21.44444444,0
NMS Param,0.786026201,78.60262009,20.5,0
S Chandramohan,1.009793254,100.9793254,0,1
C Pervez,0.684210526,68.42105263,18.13333333,0
Nestor Dhamba,0.568181818,56.81818182,18.25,0
AJ Macleod,0.698113208,69.81132075,36.2,0
C Nicholas,0.65,65,23.59375,0
AN Davidson-Richards,0.830985915,83.09859155,20.67647059,0
SB Odedra,0.554285714,55.42857143,23.11111111,0
Marie Kelly,0.807228916,80.72289157,37.66666667,0
LF Higham,0.719471947,71.94719472,41.33333333,0
MR Walsh,0.2,20,0,0
HJ Armitage,0.866290019,86.62900188,21.8,0
AL Nicholls,0.538461538,53.84615385,0,0
KA Levick,0.654545455,65.45454545,13.02985075,0
GL Adams,0.861450693,86.14506927,15.11428571,0
SIR Dunkley,0.992875318,99.28753181,18.42857143,1
KL Cross,0.861538462,86.15384615,26.70149254,0
BF Smith,1.072380952,107.2380952,18.96153846,1
S Glenn,0.960893855,96.08938547,17.078125,1
AJ Freeborn,0.830882353,83.08823529,0,0
KE White,0.626822157,62.68221574,0,0
GJ Gibbs,0.824175824,82.41758242,19.625,0
EL Lamb,0.954575379,95.45753785,26.11764706,1
CE Dean,0.753218884,75.32188841,21.75,0
N Brown,0.646396396,64.63963964,96,0
E Jones,0.796272494,79.62724936,24.44444444,0
E Threlkeld,0.687272727,68.72727273,0,0
NT Miles,0.856697819,85.66978193,0,0
JD Ryder,0.902855461,90.28554607,22.68253968,1
RRS Cornwall,1.202635914,120.2635914,32.30769231,1
K Pierre,1.555555556,155.5555556,26.02941176,1
KMA Paul,1.010917031,101.0917031,31.83870968,1
BA King,1.090982941,109.0982941,0,1
I Khan (2),1.075,107.5,25.33333333,1
OF Smith,1.346749226,134.6749226,24.01886792,1
G Singh,0.903522205,90.35222052,13.25,1
RS Primus,1.177777778,117.7777778,19,1
DC Thomas,1.001257862,100.1257862,30,1
SK Springer,0.852631579,85.26315789,45.5,0
SSJ Brooks,0.98340249,98.34024896,0,1
GD Phillips,1.242331288,124.2331288,23.6,1
FA Allen,1.145877378,114.5877378,33.88636364,1
OC McCoy,1.214285714,121.4285714,15.25333333,1
DK Jacobs,0.888888889,88.88888889,0,0
RA Wiggins,0.5,50,0,0
K Lewis,1.204878049,120.4878049,0,1
TA Griffith,1.083333333,108.3333333,0,1
ME Latif,0.25,25,10.33333333,0
R Pavadaikannan,0.692307692,69.23076923,0,0
Ammar Zahir,0.285714286,28.57142857,0,0
Zika Ali,0.371428571,37.14285714,0,0
AV Ayyavooraju,0.25,25,0,0
R Ehsan,0.4,40,0,0
H Niaz,0.386363636,38.63636364,0,0
U Shahid,0.676923077,67.69230769,14,0
Usman Khan,0.892857143,89.28571429,17.75,0
RJA Murphy,0.37037037,37.03703704,0,0
Ahmed Wardak,1.166666667,116.6666667,15.53333333,1
Shahil Momin,0.920634921,92.06349206,13,1
S Tambidoure,0,0,0,0
S Waqas Ahmed,0.663636364,66.36363636,9.6,0
P Bhart,0.71875,71.875,14.33333333,0
PK Thangavadivel,0.652173913,65.2173913,19,0
D Crawford,0.4,40,6.666666667,0
Shahzad Umran,0,0,0,0
Ansar Iqbal,1.117647059,111.7647059,11.66666667,1
Sheraz Sheikh,0.580645161,58.06451613,11.7,0
F Khaliq,0.714285714,71.42857143,5,0
Raza Iqbal,0.819727891,81.97278912,15.25,0
Aziz Mohammad,0.892857143,89.28571429,13.9,0
Muhammad Fahim,0.5,50,54,0
S Iftikhar,0.511627907,51.1627907,0,0
E Ul Haq,0.550218341,55.02183406,0,0
Tafseer Ali,0.789473684,78.94736842,27,0
K Joshi,0.483870968,48.38709677,0,0
Bilal Zalmai,1.191176471,119.1176471,12.5,1
LK Arachchige,0.642857143,64.28571429,0,0
Waqar Zalmai,2.25,225,0,1
Asif Mahmood,1,100,0,1
Sabir Zahoor,1.5,150,15.66666667,1
Amar Naeem,0.844444444,84.44444444,0,0
Aqib Iqbal,0.926315789,92.63157895,27.2,1
Azam Mohammad,1.25,125,24.75,1
A Randhawa,1.133333333,113.3333333,0,1
A Venkatesh,1.010526316,101.0526316,12.61111111,1
S Subhash,0.6,60,0,0
I Asif,0.505154639,50.51546392,21,0
Usman Arif,0.857142857,85.71428571,15.2,0
Shadnan Khan,0.901515152,90.15151515,0,1
LD Madushanka,0.53125,53.125,34.5,0
PVD Chameera,0.597777778,59.77777778,28.44578313,0
PWH de Silva,1.142995169,114.2995169,22.77777778,1
A Dananjaya,0.670212766,67.0212766,38.2826087,0
Saqib Zulfiqar,0.472972973,47.2972973,43.5,0
LV van Beek,0.916382253,91.63822526,24.56818182,1
Chirag Suri,0.817258883,81.72588832,0,0
P Burger,0.166666667,16.66666667,13.75,0
Saqlain Haider,0.483870968,48.38709677,0,0
T Lungameni,0.298245614,29.8245614,21.95833333,0
L Louwrens,0.742547425,74.25474255,0,0
S Bhari,0.354166667,35.41666667,13.53333333,0
JJ Atkinson,0.849407783,84.94077834,0,0
Aarif Sheikh,0.710651828,71.06518283,31,0
Haroon Arshad,1.102040816,110.2040816,28,1
PM Pushpakumara,1.136363636,113.6363636,35.66666667,1
MVT Fernando,0.292397661,29.23976608,33.82758621,0
CK Kapugedera,0.73790512,73.79051198,109,0
HDRL Thirimanne,0.627483444,62.74834437,31,0
SMA Priyanjan,0.855319149,85.53191489,31.22222222,0
I Udana,1.145067698,114.5067698,24.07594937,1
AL Fekete,0.426666667,42.66666667,37.55555556,0
JK Lalor,0.892307692,89.23076923,23.22,0
AJ Doolan,0.483682984,48.36829837,0,0
DR Sams,1.489208633,148.9208633,22.55844156,1
B Doggett,0.540229885,54.02298851,26.5,0
WG Bosisto,0.411764706,41.17647059,39,0
JP Inglis,1.158569501,115.8569501,0,1
JM Muirhead,1.75,175,24.5,1
TS Rogers,0.675675676,67.56756757,25.35483871,0
JS Paris,0.38028169,38.02816901,27.875,0
M Kelly,0.475195822,47.51958225,24.3030303,0
JS Lenton,1.821428571,182.1428571,0,1
NJ Reardon,1.232189974,123.2189974,0,1
JR Coleman,0,0,9.142857143,0
RP Meredith,0.246376812,24.63768116,22.45714286,0
TD Astle,1,100,30.51612903,1
AK Kitchen,1.321678322,132.1678322,36.07142857,1
Imam-ul-Haq,0.731659474,73.16594743,0,0
Umar Amin,0.836820084,83.68200837,16,0
LI Wilkinson,0,0,22.5,0
C Beckford,0,0,12,0
OT Wallerson,0.489795918,48.97959184,31,0
S Ramautar,0.176470588,17.64705882,15.75,0
T Marshall,0,0,37,0
J Van Der Werf,1.5,150,0,1
RD Bovell,0.512048193,51.20481928,44.66666667,0
RN Roach,0.349206349,34.92063492,23.5,0
Faisal Javed,1.597402597,159.7402597,0,1
KF Bazil,1.1875,118.75,60,1
A Morris,0.25,25,46.28571429,0
T Taylor,0.936170213,93.61702128,23.25,1
Imran Ashraf,0.714285714,71.42857143,0,0
C Wright,0.653333333,65.33333333,29.9,0
MWR Stokes,0.749620637,74.96206373,28.22222222,0
Hasnat Ahmed,1.1,110,14.8,1
OE Newey,0.652916074,65.2916074,13.25,0
DR Hooper,0.742424242,74.24242424,15.57894737,0
JAJ Nussbaumer,0.716216216,71.62162162,16.8,0
MLA Ellis,0.482758621,48.27586207,23.5,0
Rakibul Hasan,0.712643678,71.26436782,12.625,0
PA Petricola,0.775347913,77.53479125,16,0
CJ Bodenstein,0.71040724,71.04072398,13.82352941,0
BDH Stevens,0.830704522,83.07045216,12.22222222,0
EJB Miles,0.75,75,17.04,0
SW Kalworai,0.435294118,43.52941176,0,0
Janpreet Singh,0.326923077,32.69230769,0,0
OH Agbomadzie,1.167597765,116.7597765,17.06666667,1
GRD Munasinghe,0.630434783,63.04347826,18.95454545,0
MGSM Fernando,1.088235294,108.8235294,25.14285714,1
LB Ferbrache,0.835789474,83.57894737,0,0
JC Martin,0.830188679,83.01886792,0,0
LJ Barker,0.703030303,70.3030303,0,0
B Fitchet,1.040816327,104.0816327,0,1
J Butler,0.758490566,75.8490566,8.533333333,0
YSD Seneveratne,0.6875,68.75,49,0
C Cato,0,0,20.5,0
D McInnis,0.954545455,95.45454545,0,1
D Cato,0.575418994,57.54189944,0,0
RA Sealy,0.841269841,84.12698413,0,0
Rana Singh,0,0,52,0
V Ganesan,0.96350365,96.35036496,16.53333333,1
LC Le Tissier,1,100,12.16666667,1
M Breban,0.428571429,42.85714286,7.666666667,0
NM Hancock,1.093023256,109.3023256,17.93478261,1
C Raack,1.075,107.5,22.30769231,1
L Griffith,0.958333333,95.83333333,31.36363636,1
EG Fazackerley,1.286486486,128.6486486,57,1
SM Betts,0.625,62.5,17.22222222,0
RS Dick,0.818181818,81.81818182,0,0
T Peschel,0.96,96,24.24,1
SK Moloney,1.021126761,102.1126761,18,1
S Daffara,1,100,0,1
A Sutherland,0.918057663,91.80576631,22.81132075,1
M Banting,0.685714286,68.57142857,0,0
WA Young,0.896352313,89.63523132,0,0
JA Clarkson,1.474545455,147.4545455,26.83333333,1
D Cleaver,1.304862024,130.4862024,0,1
AT Nidamanuru,0.775229358,77.52293578,44,0
TS Nethula,0.928571429,92.85714286,26.125,1
BG Lister,1.103448276,110.3448276,23.67647059,1
NM Kwant,1.105263158,110.5263158,0,1
JA Duffy,1.195121951,119.5121951,28.06666667,1
TG Johnston,1.2,120,31.33333333,1
CE McConchie,1.124304267,112.4304267,35.22727273,1
WD Barnes,0,0,15.75,0
CD Fletcher,1.176344086,117.6344086,0,1
JS Hunter,0,0,20.2,0
MA Pollard,1.349753695,134.9753695,0,1
CJ Bowes,1.384713376,138.4713376,0,1
AM Ellis,0.959752322,95.9752322,23.85714286,1
RJ Nicol,0.809762203,80.97622028,57.5,0
DJ Mitchell,0.924277908,92.42779079,24.47619048,1
BR Hampton,1.396296296,139.6296296,11.23076923,1
NF Kelly,1.277879342,127.7879342,36,1
BS Smith,1.077669903,107.7669903,0,1
WSA Williams,0.517241379,51.72413793,26,0
BP Coburn,0.941176471,94.11764706,49.2,1
A Verma,0.975,97.5,15.74285714,1
PD Bocock,1.223529412,122.3529412,0,1
LJ Woodcock,1.22,122,34,1
RJ McCone,0.833333333,83.33333333,31.5,0
BM Tickner,0.8,80,27,0
BJ Small,1.125,112.5,29.5,1
AY Patel,0.680851064,68.08510638,34.68571429,0
HJH Marshall,0.645005185,64.50051849,21,0
MG Bracewell,1.06870229,106.870229,21.64864865,1
BJ Horne,1.091397849,109.1397849,22.5,1
OR Newton,0.565217391,56.52173913,24.52380952,0
JL Finnie,1.454935622,145.4935622,51,1
JTA Benton,1.5,150,29.33333333,1
EJ Nuttall,0.541666667,54.16666667,33.58333333,0
HD Rutherford,0.857037583,85.70375829,11,0
DC de Boorder,0.954545455,95.45454545,0,1
CK Leopard,1.344632768,134.4632768,0,1
BJ Arnel,0.227848101,22.78481013,55.5,0
JG Walker,0.5,50,16.5,0
IG McPeake,0,0,39.5,0
LJ Carter,1.103448276,110.3448276,0,1
BG Randell,1,100,21.65384615,1
BS Wilson,1.026315789,102.6315789,0,1
SM Solia,1.147058824,114.7058824,25.33333333,1
Craig Cachopa,0.683533448,68.35334477,0,0
LC Johnson,1.268965517,126.8965517,0,1
SB Davey,0,0,39,0
MB Bacon,1.333333333,133.3333333,21.13043478,1
MD Rae,1.235294118,123.5294118,16.5,1
DJ Grobbelaar,1.266666667,126.6666667,27.375,1
RM Hira,1,100,22.78787879,1
KA Jamieson,0.787383178,78.73831776,22.375,0
TA Copeland,0.666666667,66.66666667,27.16666667,0
GT Bell,0.183908046,18.3908046,29.55,0
SJ Truloff,0.394594595,39.45945946,0,0
LW Feldman,0.755102041,75.51020408,20.47619048,0
CR Hemphrey,0.485074627,48.50746269,132,0
DMK Grant,0.529411765,52.94117647,32.5,0
CH Stobo,0.345070423,34.50704225,13.33333333,0
MW Edwards,0.472222222,47.22222222,46.5,0
AA Bevilaqua,0,0,40,0
NCR Larkin,0.69151671,69.15167095,0,0
SP Mackin,0.166666667,16.66666667,52,0
EJM Cowan,0.477225673,47.72256729,0,0
CD Hinchliffe,0.611111111,61.11111111,25,0
L Guthrie,0.390625,39.0625,34.41176471,0
AB Holder,0,0,35.5,0
JA Freeman,0.5625,56.25,57.90909091,0
LD Pfeffer,1.063157895,106.3157895,0,1
NP Winter,0.353333333,35.33333333,52.54545455,0
JR Philippe,0.896919431,89.69194313,0,0
S Kemigisha,0.333333333,33.33333333,0,0
I van Zyl,0.555084746,55.50847458,21.8,0
H de Klerk,0.666666667,66.66666667,24.5,0
R Musamali,0.691099476,69.10994764,21.7,0
K Awino,0.753731343,75.37313433,0,0
SA Wittmann,0.938053097,93.80530973,13.41176471,1
MP Enright,0.512820513,51.28205128,8.888888889,0
JA Diergaardt,0.694158076,69.41580756,12.83333333,0
NK Bagenda,0.707865169,70.78651685,0,0
G Candiru,0.62962963,62.96296296,8.0625,0
R Ntono,0.340909091,34.09090909,0,0
F Najjumba,0.773195876,77.31958763,19.5,0
KA Green,0.815920398,81.5920398,10.03846154,0
I Nakisuuyi,0.835820896,83.58208955,11.88888889,0
SN Shihepo,0.746268657,74.62686567,7.454545455,0
AM Ally,0.333333333,33.33333333,0,0
E Waithaka,0.6,60,22,0
M Mwangi,0.554744526,55.47445255,14.85714286,0
ZH Saidi,0.5,50,0,0
V Ooko,0.52173913,52.17391304,36,0
M Pascal,0.788059701,78.80597015,9.5,0
NJ Pius,0.539877301,53.98773006,0,0
Q Abel,0.785185185,78.51851852,11.13333333,0
E Wachira,0.648148148,64.81481481,14.33333333,0
S Wetoto,1.302158273,130.2158273,9.0625,1
FO Kibasu,1.029109589,102.9109589,34,1
HM Omary,0.782945736,78.29457364,0,0
JM Apio,0.714285714,71.42857143,13,0
S Nampiina,1.0375,103.75,12.86666667,1
C Aweko,0.333333333,33.33333333,10.12195122,0
NN Saidi,0.666666667,66.66666667,10.5,0
PZ Kamunya,0.820224719,82.02247191,7.9,0
A van Schoor,0.88,88,20.5,0
D Dreyer,0.8,80,0,0
Yasmeen Khan,0.927643785,92.76437848,17.2,1
J Otieno,0.384615385,38.46153846,0,0
V Abuga,0.720930233,72.09302326,0,0
SW Kinyua,0.34375,34.375,0,0
R Achando,0.285714286,28.57142857,0,0
TS Omary,0.644067797,64.40677966,14.5,0
F Mutua,0.375,37.5,0,0
JP Behrendorff,0.77027027,77.02702703,20.94736842,0
Usman Salahuddin,0.369565217,36.95652174,0,0
GH Vihari,0.611197512,61.11975117,25.55555556,0
S Samarawickrama,0.978217822,97.82178218,0,1
PLS Gamage,0.083333333,8.333333333,34.27272727,0
ML Udawatte,0.685185185,68.51851852,0,0
C Namugenyi,0.666666667,66.66666667,25,0
CT Dhururu,0.704819277,70.48192771,0,0
J Intan,0.519230769,51.92307692,14.66666667,0
MBA Lamplough,0.72826087,72.82608696,25,0
KY Chan,0.728915663,72.89156627,15.23076923,0
JM Davies,0.514705882,51.47058824,0,0
Zayani Syamimi,0,0,4,0
Nur Syazwina Hanim,0,0,29,0
Sze Wan Yip,0.472222222,47.22222222,0,0
M Hill,0.838709677,83.87096774,18.77272727,0
Y Daswani,0.51417004,51.41700405,0,0
Shanzeen Shahzad,0.517006803,51.70068027,0,0
Chan Sau Har,0.066666667,6.666666667,10.66666667,0
Nisha Ali,0.588709677,58.87096774,5,0
LI Haoye,0,0,10.41666667,0
Z Lyu,0.571428571,57.14285714,13.66666667,0
ER Oza,1.069281046,106.9281046,20.4375,1
UCKA Dona,0.854700855,85.47008547,0,0
Zhang Xiangxue,0.117647059,11.76470588,14.75,0
RC Belbashi,0.987987988,98.7987988,11.38461538,1
Karuna Bhandari,0.558823529,55.88235294,10.11111111,0
Nary Thapa,0.620689655,62.06896552,3.384615385,0
Sangita Rai,0,0,15,0
S Khadka,0.631578947,63.15789474,17,0
S Magar,0.715384615,71.53846154,12.16666667,0
F Song,0.580645161,58.06451613,9,0
Zhang Yanling,0,0,0,0
M Zhu,0,0,12.33333333,0
Zhang Chan,0.392857143,39.28571429,0,0
Liu Xiaonan,0.128571429,12.85714286,0,0
Wang Luo Wanyu,0.142857143,14.28571429,0,0
Han Lili,0.575,57.5,11.91666667,0
NM Cherriath,0.587155963,58.71559633,15.25,0
Chaya Mughal,0.77,77,28,0
W Liengprasert,0.762886598,76.28865979,6.235294118,0
P Jain,0.464285714,46.42857143,0,0
S Venkataraman,0.620689655,62.06896552,14.83333333,0
RK Kanoujiya,0.333333333,33.33333333,3.5,0
KKN Egodage,0.894799054,89.47990544,13.30769231,0
Roma Thapa,0.633333333,63.33333333,0,0
Nur Nadihirah,0.333333333,33.33333333,25.5,0
K Shrestha,0.498293515,49.82935154,0,0
I Barma,0.721830986,72.18309859,7,0
J Pandey,0.716981132,71.69811321,0,0
SR Magar,0.713692946,71.36929461,10.5,0
Chan Ka Man,0.532258065,53.22580645,13.85185185,0
Humaira Tasneem,0.442622951,44.26229508,19,0
Qing Yi,0,0,0,0
Rony Talukdar,1.301176471,130.1176471,0,1
Suhrawadi Shuvo,0.85046729,85.04672897,26.48,0
Hossain Ali,0,0,16.75,0
Nihaduzzaman,0.5,50,15,0
Khaled Ahmed,0.1,10,28.375,0
Dhiman Ghosh,0.532894737,53.28947368,0,0
Habibur Rahman,0.588235294,58.82352941,37,0
Tanvir Islam,0.333333333,33.33333333,19.04166667,0
Nayeem Hasan,0.49137931,49.13793103,27.2173913,0
Mujeeb Ur Rahman,0.914438503,91.44385027,21.53246753,1
Qazi Onik,0,0,25,0
Sharifullah,1,100,16.33333333,1
Irfan Sukkur,1.081081081,108.1081081,0,1
Mohammad Irfan (5),1.333333333,133.3333333,20,1
Mehedi Hasan Rana,0.913043478,91.30434783,15.94736842,1
Ebadat Hossain,0.301886792,30.18867925,35.25,0
B Muzarabani,0.492462312,49.24623116,30.57377049,0
B Cooper,0.736263736,73.62637363,0,0
Sidra Ameen,0.685314685,68.53146853,0,0
Natalia Pervaiz,0.653846154,65.38461538,16,0
P Vastrakar,0.972503618,97.25036179,23.6,1
AA Patil,1.083333333,108.3333333,18.62962963,1
RP Yadav,1.175925926,117.5925926,21.22222222,1
T Bhatia,0.656470588,65.64705882,0,0
R Dhar,1.048387097,104.8387097,44.5,1
Ruchitha Venkatesh,0.642105263,64.21052632,27.42857143,0
Ashfaq Ahmed,0.889558233,88.95582329,42,0
Amir Hayat,0.529411765,52.94117647,21.66666667,0
D Nath,0.397959184,39.79591837,0,0
Mohammad Boota,0.880407125,88.04071247,35,0
LS Bhandari,0,0,20,0
D Ravu,0.551470588,55.14705882,25.47619048,0
SS McKechnie,0.649635036,64.96350365,0,0
GL Cloete,1.056521739,105.6521739,0,1
SJ Erwee,0.701357466,70.13574661,0,0
M Nabe,0.8,80,24.88888889,0
T Ntuli,0.666666667,66.66666667,16,0
KR Smuts,0.863636364,86.36363636,12.33333333,0
BE Hendricks,0.541463415,54.14634146,22.67741935,0
FD Adams,1.058558559,105.8558559,28.45454545,1
RD Rickelton,0.886075949,88.60759494,0,0
K Verreynne,0.775641026,77.56410256,0,0
MY Vallie,0.906779661,90.6779661,36,1
SA Mothoa,0.347826087,34.7826087,45.5,0
MD Rao,0,0,38,0
Z Mali,0.571428571,57.14285714,39.75,0
S Lackay,0,0,29.5,0
KE Broadmore,0.903508772,90.35087719,25.15,1
T Brits,0.883268482,88.32684825,0,0
JM Watkin,1.010416667,101.0416667,22.42857143,1
B Bezuidenhout,0.937908497,93.79084967,0,1
Hamza Tahir,0.245283019,24.52830189,25.76666667,0
A Cranstone,0.769230769,76.92307692,0,0
FMK Morris,0.718009479,71.80094787,24.07692308,0
DR Gibson,1.120879121,112.0879121,24.38709677,1
CE Rudd,0.831578947,83.15789474,0,0
ND Dattani,0.630379747,63.03797468,37.94444444,0
MK Villiers,0.974169742,97.41697417,24.5,1
HL Fenby,0.6,60,21,0
ME Bouchier,0.966487936,96.64879357,32,1
E Gray,0.747663551,74.76635514,24.61538462,0
HV Jones,0.647727273,64.77272727,26.33333333,0
LK Bell,0.948717949,94.87179487,17.71698113,1
BAM Heath,1.048120301,104.8120301,0,1
AZ Monaghan,0.754716981,75.47169811,36,0
WMH Rhodes,0.648124603,64.81246027,29.27868852,0
WR Smith,0.567673378,56.76733781,43.47368421,0
JA Tattersall,0.569794953,56.97949527,0,0
WG Jacks,1.038577154,103.8577154,28,1
JL Smith,0.583063646,58.30636462,0,0
WAR Fraine,0.778335725,77.83357245,0,0
TJ Lester,0,0,29.05555556,0
Miles Hammond,0.709782105,70.97821048,43,0
R Vasconcelos,0.674116213,67.41162129,0,0
DY Pennington,0.57518797,57.51879699,28.83783784,0
Anuj Dal,0.623401535,62.34015345,46.625,0
JA Thompson,1,100,25.5875,1
RA Stevenson,1.481481481,148.1481481,37.17647059,1
MH McKiernan,0.942408377,94.2408377,29.23809524,1
CO Thurston,0.649122807,64.9122807,0,0
JJ Bohannon,0.581205312,58.12053115,70.66666667,0
MS Pepper,1.044692737,104.4692737,0,1
RG White,0.454290522,45.42905216,0,0
HJ Swindells,0.626380012,62.63800116,0,0
TAR Scriven,0.618343195,61.83431953,20.2,0
MK Andersson,0.709451575,70.94515753,36.58823529,0
TB Sole,1.037037037,103.7037037,35.2,1
MP Dunn,0.269607843,26.96078431,36.95652174,0
CAJ Morris,0.296829971,29.68299712,28.97413793,0
BJ Twohig,0.431034483,43.10344828,82,0
ME Milnes,0.589285714,58.92857143,31.26666667,0
AG Milton,0.289855072,28.98550725,0,0
OC Soames,0.257142857,25.71428571,0,0
BGF Green,0.694134078,69.41340782,25.3125,0
OE Westbury,0.292134831,29.21348315,0,0
LW James,0.578823529,57.88235294,43.63636364,0
AF Gleadall,0,0,74,0
MA Jones,0.63988764,63.98876404,0,0
J Coughlin,0.365384615,36.53846154,89,0
AEN Riley,0.356725146,35.67251462,31.68181818,0
TJ Haines,0.572667007,57.26670066,33.81818182,0
P Sisodiya,1.933333333,193.3333333,28.7,1
DM Wheeldon,0.523809524,52.38095238,0,0
JL Lawlor,0.794721408,79.47214076,28.33333333,0
BG Charlesworth,0.455544456,45.55444555,74,0
ER Bamber,0.346072187,34.60721868,34.325,0
BWM Mike,0.673381295,67.3381295,41.05555556,0
KA Bull,0.218430034,21.84300341,91.25,0
TC Lace,0.483018868,48.30188679,0,0
BJ Curran,0.850249584,85.0249584,0,0
DW Sayer,0.545454545,54.54545455,0,0
OG Robinson,0.762481089,76.24810893,0,0
JC Wainman,1,100,48,1
JM Blatherwick,0.228571429,22.85714286,64.66666667,0
Hammad Azam,0.795275591,79.52755906,23.5,0
Khurram Manzoor,0.546468401,54.64684015,0,0
Raza Hasan,0.62962963,62.96296296,31.4,0
Shaheen Shah Afridi,0.87544484,87.54448399,20.9127907,0
Sohail Akhtar,1.138888889,113.8888889,0,1
Gulraiz Sadaf,1,100,0,1
Saif Badar,0.727272727,72.72727273,0,0
Umaid Asif,1.5,150,26.52941176,1
Ibtisam Sheikh,0.333333333,33.33333333,18.2,0
Agha Salman,0.818913481,81.89134809,79.25,0
Khalid Usman,1.727272727,172.7272727,70,1
Sameen Gul,0.5,50,22.5,0
Salman Irshad,0.285714286,28.57142857,27.07142857,0
Sahibzada Farhan,0.776595745,77.65957447,0,0
Rameez Raja (2),1.106382979,110.6382979,0,1
Zafar Gohar,0.608695652,60.86956522,30.67741935,0
Danish Aziz,1.371428571,137.1428571,36,1
KH Devdhar,1.222381636,122.2381636,0,1
S Dube,1.321138211,132.1138211,35.94117647,1
TU Deshpande,0.444444444,44.44444444,16.44680851,0
Parikshit Valsangkar,0.818181818,81.81818182,34.5,0
